text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
we was everywhere we was everywhere,0.020963646,0.2163454030845668,0.4444444444444445,0.0,0.001367472927086,0.0003729383461177,0.0004419388715177,False
but it was,0.018464668,0.1116131652689624,0.4444444444444445,0.0,0.0011802809312939,0.0004047483962494,0.0006048653158359,False
it was a joyful time to me because everybody got along and they respected,0.040971663,0.0039426271974049,0.4444444444444445,0.0,0.0005554851959459,0.0003390665515325,0.0004423207137733,False
you know,0.03994159,0.041583839804725,0.4444444444444445,0.0,0.0024898352567106,0.0004940603976137,0.0006626065005548,False
my job was to s to make sure everybody was comfortable,0.059328925,0.0437759902539026,0.1944444444444444,0.0,0.0009120408212766,0.0008710718248039,0.000954408373218,False
"so the most of the strain was on me, you know, and i tried",0.12309273,0.9999350085272986,0.1666666666666666,0.101,0.0008958904654718,0.0003907844948116,0.0032192096114158,False
not,0.015896274,0.9618086256324818,0.4444444444444445,0.0,0.0011196454288437,0.0007504977402277,0.0004361907194834,False
it's a hard job not to make a difference in one of the kids,0.036336336,0.8783129477741046,0.6064814814814815,0.097,0.0021778855007141,0.0007580745732411,0.0009431536891497,False
"and you know you stay in your place and you stay in your place, and well, aunt mary",0.028782474,0.0027873590512342,0.4444444444444445,0.0,0.0230080336332321,0.001041259500198,0.0006848412449471,False
so and so i don't wanna hear it,0.079307266,0.9985183136728166,0.4444444444444445,0.0,0.0016612474573776,0.0023295658174902,0.0005955256638117,False
i didn't entertain all the garbage or all the well,0.40946755,0.9999661925091544,0.4444444444444445,0.163,0.2189752757549286,0.1885397583246231,0.8302814364433289,False
they didn't look at me,0.033932835,0.9993900043472737,0.4444444444444445,0.0,0.0031337437685579,0.0005601899465546,0.0011764544760808,False
they didn't speak,0.05253629,0.9997984369968193,0.4444444444444445,0.0,0.0010981236118823,0.0005229794769547,0.0005198417347855,False
it doesn't matter,0.11665283,0.9986218826527088,0.4444444444444445,0.349,0.0099468054249882,0.0021426293533295,0.0007082539377734,False
"everybody's here and we gonna get along, so it was fun",0.06012806,0.0018645099514764,0.2777777777777778,0.0,0.0005920420517213,0.0004726117767859,0.0006728793960064,False
it was fun,0.03049926,0.0562437993514089,0.2777777777777778,0.0,0.0008471749024465,0.0003644842363428,0.0004340787418186,False
"mmhm, it was a bonding time",0.036679696,0.0023140243667937,0.4444444444444445,0.0,0.0007664512959308,0.0003980571054853,0.0006970652029849,False
we had,0.023288755,0.014810572812779,0.4444444444444445,0.0,0.0010996095370501,0.0003519559395499,0.0003813975199591,False
um,0.012811388,0.2298243065842145,0.4444444444444445,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"we had the kids in the back because we wanted to watch tv, so i had to eliminate",0.16482529,0.9980918443989664,0.4444444444444445,0.0,0.0025528373662382,0.1219911351799964,0.0035173913929611,False
um,0.012811388,0.2298243065842145,0.4444444444444445,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"i had to buy um another refrigerator, so the kids wouldn't have to come at ten o'clock",0.031185975,0.027882713168602,0.4444444444444445,0.0,0.0013125195400789,0.0006807836471125,0.0008671877440065,False
"the main door be shut, so the kids won't go up the front and mess, cause the the older kids, the the adults had to go to work, so i had a schedule that at ten o'clock anything up the front that you want, you better go on and get it cause we gonna shut this door and we're not gonna open it anymore",0.08581903,0.9684137865158912,0.3834876543209876,0.037,0.2561676502227783,0.0054308543913066,0.0037113905418664,False
"so mkay, mmhm, well, you're welcome",0.03770977,0.2447780096999474,0.0,0.0,0.0008874839986674,0.0004345335473772,0.0005175757687538,False
this has been a pleasure,0.059728492,0.0029456341560836,0.4444444444444445,0.0,0.0006534560816362,0.0003639512578956,0.0004386773798614,False
