text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"yeah, i was camera man",0.056931525,0.0004683488282338,0.5,0.0,0.0008585564792156,0.0020439969375729,0.0024061598815023,False
"oh, well, turn up",0.045778666,0.7818534275296126,0.5,0.0,0.0023750790860503,0.001963562099263,0.0044088219292461,False
"yeah, it was paid gig",0.15918289,0.2017268854281375,0.5,0.0,0.002326613292098,0.0011310692643746,0.0007380081806331,False
"it was our first paid like you know what i'm saying, event it was it was",0.02792408,0.0892121815399333,0.375,0.0,0.0018351236358284,0.0006485948106274,0.001266399747692,False
it was good,0.027065687,0.0491994558033978,0.15,0.0,0.0005956928944215,0.0003270235320087,0.0008759194752201,False
real,0.019852988,0.0003596287184408,0.4,0.0,0.0016331792576238,0.0005739742773585,0.0005917918751947,False
you crazy,0.5958905,0.8435751570972804,0.8,0.706,0.9774038791656494,0.9861080050468444,0.988905668258667,False
gotta turn up,0.058130227,0.0146855595673249,0.5,0.0,0.0181535519659519,0.0229833759367465,0.002502811839804,False
"okay, they",0.02054715,0.8887337594120531,0.25,0.0,0.0012361134868115,0.0007033461006358,0.0008586064213886,False
"uh, basically, how did the um? people like? um, they loved us",0.06492286,0.0114969429919786,0.15,0.0,0.0012300887610763,0.0008825718541629,0.0018450359348207,False
they fucking loved us,0.60845,0.0048872192775536,0.15,0.0,0.9876970648765564,0.967402458190918,0.9065452814102172,True
they called us hotlanta the whole night,0.03444787,0.9277085478504086,0.4,0.0,0.0037773528601974,0.000662108126562,0.0010220551630482,False
"hotlanta, hotlanta, hotlanta is country as hell",0.5026305,0.0051975245909212,0.5,0.434,0.762444794178009,0.364598274230957,0.7609590888023376,True
"bruh, hotlanta",0.031185975,0.0922804251647714,0.5,0.0,0.0011424876283854,0.0012319983216002,0.0188893433660268,False
"they had a big ass keg, everybody, everybody, everybody was drunk off beer",0.78524166,0.9925107997395248,0.625,0.349,0.9414604902267456,0.8905740976333618,0.965708553791046,True
"okay, god damn, they had this awkward ass twerk contest",0.9107452,0.9972532376866576,0.525,0.469,0.9602795839309692,0.9808632135391236,0.9796985387802124,True
twerk or threat twerk,0.32304016,0.0359677594805992,0.5,0.531,0.0035793229471892,0.2105804681777954,0.0866473540663719,False
it was weird as fuck,0.8635976,0.9844239667044664,0.725,0.634,0.9830649495124816,0.9698446393013,0.9839596152305604,True
it was a pregnant bitch smoking a cigarette in the twerk contest like it was,0.8742253,0.9994962456096954,0.3333333333333333,0.197,0.9246714115142822,0.9937204122543336,0.9891422986984252,True
"it was fucking weird, bruh, but it was cool show",0.6710289,0.0469033991425774,0.5375,0.12,0.989305019378662,0.930001735687256,0.9395672082901,True
"though they had g, good instrument players",0.07091636,0.177537465671059,0.15,0.0,0.0007915945607237,0.0004451986751519,0.0006307130679488,False
"you know what i'm saying, they band was lit",0.1008549,0.0393526563857418,0.5,0.0,0.0010775045957416,0.0006420506397262,0.0100776208564639,False
"so the reason you made it to what mississippi, yup, that state mississippi was because of your your um videography skills",0.12180476,0.0713461415238995,0.5,0.0,0.0020206796471029,0.0037552637513726,0.0060354643501341,False
yup,0.022074303,8.228514888664707e-05,0.5,0.0,0.0007131381426006,0.0008673939737491,0.0006688291323371,False
that's what's up,0.05093802,0.0005774861752903,0.5,0.0,0.0008453489281237,0.0008034200291149,0.0012774488423019,False
bruh,,0.2329192452177904,0.5,0.0,0.0019200880778953,0.0021261405199766,0.1218174770474433,False
i've been to uh,0.028267438,0.1138903649484935,0.5,0.0,0.0006444451864808,0.0008276246953755,0.0008924211724661,False
where else? i went to indiana when i was like a kid,0.07850813,0.7662928618154887,0.5,0.0,0.0008854846237227,0.0012152108829468,0.0015240793582051,False
i don't really remember that shit,0.8129004,0.9998671695369112,0.5,0.436,0.955743968486786,0.971089243888855,0.94389146566391,True
i don't know if it count,0.029812546,0.8001298203942594,0.5,0.0,0.0012116042198613,0.0005429646116681,0.0005505559965968,False
"oh, man, was it gary, indiana",0.10515087,0.9794836092811448,0.5,0.0,0.0007714736857451,0.0023262933827936,0.0019816772546619,False
"absolutely? oh, shit",0.7007861,0.9959780115962156,0.6,0.66,0.9723738431930542,0.975155234336853,0.965465009212494,True
it definitely counts,0.05133759,0.0007980556743522,0.5,0.0,0.0008907697629183,0.0003463300236035,0.0005120796849951,False
"that's a once in a life time fucking mmhm, type of thing",0.7663013,0.9997502536951576,0.8,0.0,0.9898309111595154,0.96775883436203,0.943500280380249,True
"nah, definitely",0.017492844,0.9999569649565404,0.5,0.341,0.0008683805353939,0.0005341811920516,0.0004351356183178,False
"yeah, bruh",0.03461955,0.0014552937722868,0.5,0.0,0.0017757328459993,0.000661845668219,0.0097101731225848,False
i think i remember one,0.019436494,0.7753292970595204,0.5,0.0,0.0006276200874708,0.0003350701881572,0.0002656007709447,False
yo yo,,0.0196145025712246,0.5,0.0,0.0140266753733158,0.0012532341061159,0.0007854308933019,False
he hit my cousin in the face with a fucking snowball,0.89158845,0.9023545890883516,0.8,0.0,0.9944469928741456,0.9918808341026306,0.987168788909912,True
bruh knocked his glasses off,0.2712817,0.9994298154768202,0.5,0.0,0.0554934293031692,0.0398587808012962,0.041181206703186,False
"that nigga run in the house, crying, ah, he",0.78524166,0.9613430271457544,0.6,0.279,0.9795533418655396,0.9795771837234496,0.9530285596847534,True
we all had to go in the house cause of that shit i was,0.7627802,0.9850099466383344,0.6,0.217,0.9565285444259644,0.9604983925819396,0.9505734443664552,True
"i was mad as fuck, bruh, cause you know we from georgia nigga we don't see no snow",0.8393344,0.9962273406637948,0.75625,0.284,0.9948952794075012,0.9891149997711182,0.9856428503990172,True
y'all got a bunch of fucking snow yo,0.7740273,0.0610519743518293,0.8,0.0,0.997085988521576,0.9842787384986876,0.9615474343299866,True
that's the first thing we wanted to do,0.031185975,0.810810945325527,0.375,0.0,0.0006387739558704,0.000400591030484,0.0004769548540934,False
yo,,0.1327351839792812,0.5,0.0,0.1495386660099029,0.0010858507594093,0.0006667852285318,False
definitely fuck somebody up with a snowball nigga,0.96176314,0.9990119821601268,0.7,0.287,0.9973583817481996,0.9947016835212708,0.9958912134170532,True
"we used to throw uh dirt clods and shit, you know",0.7969615,0.999666299597217,0.6,0.4,0.9570028781890868,0.959424614906311,0.9539027214050292,True
"uh, you remem",0.09118898,0.0110796759258569,0.5,0.0,0.0029538723174482,0.0021503525786101,0.0172214824706316,False
"remember those shits dirt clods, yeah, we, you know you",0.77806646,0.1102213294669346,0.5,0.374,0.8910595774650574,0.9691314697265624,0.967345118522644,False
"yeah, get the like clay",0.10956893,0.0011876062651155,0.5,0.0,0.1373513638973236,0.0027619700413197,0.0030173871200531,False
that shit be like together like a rock,0.8269591,0.1414857222898577,0.6,0.265,0.948049545288086,0.9727801084518432,0.9746185541152954,True
that shit just blow up,0.8795294,0.9843708583613604,0.6,0.474,0.9879491329193116,0.9832866191864014,0.9810584783554076,True
we used to have like them kind of fights nigga,0.6757943,0.9278451334488684,0.2,0.222,0.9341212511062622,0.9115442633628844,0.7426928877830505,True
"oh yeah, explode",0.1689685,0.002627760285271,0.5,0.0,0.0023678827565163,0.2386899143457412,0.1969008892774582,False
"yeah, oh, wasn't no snowball fight",0.08050597,0.8640479167194423,0.5,0.209,0.001243011560291,0.0008856150088831,0.0010359756415709,False
that is the best we have right there,0.03427619,0.0021234694470563,0.1785714285714286,0.0,0.0005926737794652,0.0003532037953846,0.0009259197395294,False
if we got some snow,0.027237365,0.7916730469198204,0.5,0.0,0.0137455519288778,0.0011804456589743,0.001326399971731,False
that shit really hurt though it's like throwing ice man,0.7969615,0.9998753354662104,0.5,0.434,0.961949348449707,0.8961942791938782,0.9283164143562316,True
you go home bruised up,0.355017,0.99992263229029,0.5,0.0,0.0148729234933853,0.0095459008589386,0.1491023600101471,False
"yeah, you get fucked up very very scary",0.83020335,0.7816071085308629,0.8125,0.532,0.9938765168190002,0.9841798543930054,0.9825981855392456,True
"yeah, i remember all of that good shit, man",0.7464593,0.0483015016071085,0.375,0.245,0.9309747219085692,0.8556721210479736,0.906934380531311,True
we would,0.023632111,0.0217935241796444,0.5,0.0,0.0031764176674187,0.0006863545859232,0.0004390315443743,False
kind of we walk around the neighborhood terrorizing niggas,0.8346757,0.8563357329443092,0.2,0.478,0.8918304443359375,0.9120793342590332,0.9565812349319458,False
bruh,,0.2329192452177904,0.5,0.0,0.0019200880778953,0.0021261405199766,0.1218174770474433,False
what? um? what high school did you go to? i went to three high schools,0.036851373,0.9530171767640568,0.42,0.0,0.0012164007639512,0.0012167083332315,0.0006900724256411,False
"okay, so this shit should be pretty interesting",0.73034537,0.2144442772183983,0.36875,0.247,0.9702392220497132,0.9401270747184752,0.9066765904426576,True
"definitely, what was um? name? name one of 'em",0.018742332,0.8039110330943656,0.5,0.0,0.0028103843796998,0.0010507166152819,0.0008252185652963,False
i went to mission san josé high school like ninth grade,0.0334178,0.0862547442112055,0.42,0.0,0.0034650729503482,0.0004646245506592,0.0004085183609277,False
i thought you had went to mission san josé high school the whole time,0.083939545,0.995517739289296,0.41,0.0,0.0009281606762669,0.0004602008266374,0.0008073885692283,False
shit,0.8129004,0.9962022766253256,0.6,1.0,0.98715078830719,0.9736859202384948,0.9625683426856996,True
i wo,0.022213135,0.9644507294946512,0.5,0.0,0.0090568428859114,0.0011941503034904,0.0009791883639991,False
"i, nah, i wouldn't have",0.023117077,0.9938540355039108,0.5,0.259,0.001160311861895,0.0015132516855373,0.0005379240610636,False
i woulda it woulda been bad,0.1731117,0.9968046778257766,0.8499999999999999,0.412,0.0133061837404966,0.0339621640741825,0.0017762596253305,False
bruh,,0.2329192452177904,0.5,0.0,0.0019200880778953,0.0021261405199766,0.1218174770474433,False
it woulda been bad,0.1250247,0.9993274731366258,0.8499999999999999,0.538,0.0109572978690266,0.0071246931329369,0.0010940383654087,False
i was,0.020408317,0.0318394649826175,0.5,0.0,0.0057652350515127,0.0004123224352952,0.0006210994324646,False
"i was bad as fuck, man",0.7509647,0.9989577115132152,0.7749999999999999,0.636,0.9831897020339966,0.944922924041748,0.9653326869010924,True
that's why you had to go to three different schools,0.09548495,0.8703399738630657,0.5,0.0,0.0058148331008851,0.0005259727477096,0.0007106341654434,False
"yeah, i was bad as fuck, but it was like mischievous bad",0.7464593,0.9985905725240322,0.8,0.438,0.9622057676315308,0.9626338481903076,0.9797728061676024,True
not like,0.13476147,0.9999545211382828,0.5,0.678,0.0075479806400835,0.0008042572299018,0.0006913628894835,False
i don't remember you being that bad man,0.2286382,0.9972172956766768,0.8499999999999999,0.333,0.1954614222049713,0.0797671675682067,0.1575553119182586,False
"yeah, i was mischievous n mischievous",0.030155903,0.0014573203532807,0.5,0.0,0.0012987129157409,0.0045100515708327,0.0399366319179534,False
"yeah, bruh",0.03461955,0.0014552937722868,0.5,0.0,0.0017757328459993,0.000661845668219,0.0097101731225848,False
that's a word like,0.026207292,0.0556033921389519,0.5,0.0,0.0025859603192657,0.0006246494594961,0.0011778392363339,False
"god, damn i, i had",0.7007861,0.7614439091555267,0.5,0.346,0.8375025987625122,0.9488329887390136,0.9404582977294922,True
"well, really, what was happening? i kept skipping that shit like we used to",0.68288773,0.9997563930434628,0.5,0.188,0.9156347513198853,0.9291775822639464,0.9526792168617249,True
i used to have to,0.017909339,0.1502824249233699,0.5,0.0,0.0027191834524273,0.0004117175412829,0.0004252278013154,False
i walked to school,0.0358213,0.0233969371804595,0.5,0.0,0.0032406146638095,0.0006841768627054,0.000413947564084,False
"mmhm, so i like what i'd do was you know what i'm saying around like we was on block schedule in the first block",0.05852979,0.8517411460017494,0.375,0.187,0.0032994851935654,0.0013687504688277,0.0006503254408016,False
it be like kind of told us like lunch is starting,0.03444787,0.7997810100420069,0.35,0.0,0.0010686446912586,0.0005781509680673,0.000559227541089,False
you know what i'm saying in second block,0.03839648,0.130549575982631,0.5,0.293,0.0094526745378971,0.0020070518366992,0.001093515777029,False
i'd be like man,0.03856816,0.0014362200688143,0.5,0.0,0.0010845083743333,0.0031865627970546,0.0031512116547673,False
"fuck that by the time lunch start, you know what i'm saying, i could be coming back to school from fucking",0.9017833,0.9942315458193572,0.6666666666666666,0.149,0.9957011342048644,0.9899044632911682,0.982694685459137,True
"you know what i'm saying, so yeah, i sa",0.048868883,0.0003182626240349,0.5,0.0,0.0010779723525047,0.0010743221500888,0.0025687620509415,False
i would,0.0253489,0.0387162205456569,0.5,0.0,0.0110625512897968,0.0008572931401431,0.0005676174769178,False
i take,0.040971663,0.0940507628736322,0.5,0.0,0.0010037547908723,0.0006018780986778,0.0005966895841993,False
"you know what i'm saying, test bitches all through there",0.8202001,0.9870062481280204,0.5,0.302,0.9545876383781432,0.9890704154968262,0.9812359809875488,True
bruh,,0.2329192452177904,0.5,0.0,0.0019200880778953,0.0021261405199766,0.1218174770474433,False
we come back to school one day,0.021102477,0.1800382666175916,0.5,0.0,0.002111522713676,0.0007585052517242,0.0004509960126597,False
"i was like fuck it, i had just stay home for a long ass time",0.8742253,0.0063708851837557,0.6125,0.326,0.988528311252594,0.980256974697113,0.9801298379898072,True
now finally came back up to the school,0.033246122,0.0042674729280072,0.5,0.0,0.0017868672730401,0.0006431009387597,0.0005947485333308,False
me and my homeboy was walking back up to the school,0.06492286,0.0027090917489841,0.5,0.0,0.0014059264212846,0.0022460971958935,0.0007760977023281,False
my mom was up there trying to check me out early,0.028954152,0.0145874790077501,0.45,0.0,0.00364635232836,0.0028862841427326,0.0027443484868854,False
bruh,,0.2329192452177904,0.5,0.0,0.0019200880778953,0.0021261405199766,0.1218174770474433,False
she seen my dumb ass walking up to the school,0.89158845,0.9963135597640224,0.6875,0.459,0.9869239926338196,0.992811381816864,0.9931013584136964,True
i was,0.020408317,0.0318394649826175,0.5,0.0,0.0057652350515127,0.0004123224352952,0.0006210994324646,False
damn,0.5818954,0.8667971526537035,0.5,1.0,0.9612838625907898,0.9804925322532654,0.9570870995521544,True
"it was a wrap, nigga and what? s",0.7212062,0.994716613940791,0.5,0.0,0.7594202160835266,0.8886816501617432,0.8962659239768982,True
and what school was that this was? this was mission san josé high school ninth grade,0.074912034,0.9956019020058682,0.42,0.0,0.0009702459210529,0.0003989838878624,0.0006194931920617,False
this was mission san josé high school,0.026722329,0.758896526648795,0.42,0.0,0.001045907381922,0.0004598313826136,0.0003876819391734,False
"this was like school started august, nigga by o end of october, i was going to private school",0.5851118,0.9998218396885026,0.5,0.0,0.6331645846366882,0.61781907081604,0.8178580403327942,True
this was a all the time thing,0.030155903,0.0239961196934498,0.5,0.0,0.0008154996903613,0.0004101412196177,0.0004291849618311,False
i was bad as fuck like,0.7699882,0.9997011985140392,0.7749999999999999,0.56,0.978581726551056,0.9766900539398192,0.9767904281616212,True
"oh, private school",0.016173938,0.9217187194988384,0.5,0.0,0.0014501708792522,0.0005917841917835,0.0007596322102472,False
what private school did you go to man? mission san josé high school academy mission san josé high school,0.0669207,0.0102671063552685,0.4466666666666666,0.0,0.0013162768445909,0.0012127438094466,0.0016494413139298,False
"oh, okay, okay, yeah, i definitely that",0.032387726,0.2285868024873301,0.3333333333333333,0.0,0.0008786806138232,0.0003857590199913,0.0005740445922128,False
um,0.012811388,0.2300811079437504,0.5,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"yeah, bruh, sh, church or whatever",0.083939545,0.9852269994233184,0.5,0.0,0.0031733089126646,0.0048419367522001,0.128143236041069,False
"yeah, yeah, hell, yeah, i rock with mission san josé high school",0.31693128,0.0003415385028036,0.42,0.24,0.0183337926864624,0.327527105808258,0.0386389419436454,True
"yeah, my",0.018187003,0.0121637775469727,0.5,0.0,0.0011363626690581,0.0009290476446039,0.0005748278344981,False
"what about mission san josé high school academy? though, what was that? my, my auntie was the athletic director up there",0.05493369,0.9893351473220072,0.42,0.0,0.0006516441935673,0.0004248868208378,0.0015519519802182,False
"ooh, plugged in",0.077709,0.877041936815377,0.5,0.0,0.0020108330063521,0.003623966127634,0.0016749931965023,False
"yeah, plugged in instantly",0.05413456,0.0007434571981623,0.5,0.0,0.0007077566115185,0.0004751076048705,0.0007152562611736,False
"so you know when i get up there, you know everybody f tryna fuck with me",0.8269591,0.1411100001341119,0.7,0.189,0.994525671005249,0.9885166883468628,0.9764838814735411,True
"yeah, you know what i'm saying, but my cousin went up there too",0.03444787,0.0783664565082307,0.5,0.0,0.0006805381271988,0.0005057886592112,0.000507372431457,False
you know what i'm saying,0.04680874,0.0893057022922717,0.5,0.0,0.0014801901997998,0.0004698759294115,0.0014161706203594,False
