text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"it was just it was cute fashionable at the time, but i wasn't in no gang",0.09602194,0.9921413723223064,0.25,0.0,0.0006659656646661,0.0007544696563854,0.0011283933417871,False
"no, i was there seventh and eighth grade",0.036851373,0.9967108582836736,0.5,0.0,0.0012147381203249,0.000393466616515,0.0004989544395357,False
"mmhm, yes, completely different because being at mission san josé high school, i was one who wanted to do work as opposed to everybody else not wanting to, but then when i went to mission san josé high school, this coming from everybody that wanted good for theirself",0.04234509,0.9339398044475198,0.3725,0.0,0.0006349945324473,0.0004394634161144,0.0003686941927298,False
wanted different wanted better,0.05373499,0.9939815057942744,0.375,0.0,0.000787996686995,0.0004314903635531,0.0005486491718329,False
so it was w,0.026722329,0.950189339421888,0.5,0.0,0.0018192017450928,0.0099120922386646,0.0004085506661795,False
it was a academic competition,0.017701091,0.1756558210062174,0.5,0.0,0.0010339114814996,0.0005335753667168,0.0005856365314684,False
"so it's a competition, so to speak, so i'm with everybody that wants to do work that wants to do well, as opposed to me doing work and walking around like play, fighting and throwing paper, and just threatening the teacher, as opposed to mission san josé high school",0.16620636,0.9947059652096152,0.4066666666666667,0.104,0.0013791352976113,0.0005668957019224,0.0008141634170897,False
they wasn't having that you had to go through an interview,0.027409043,0.8375023851098331,0.5,0.0,0.0008326219394803,0.000456024572486,0.000495487533044,False
you had to go through a essay,0.038911518,0.9983713894831752,0.5,0.0,0.0010615708306431,0.0003535363066475,0.0006077227881178,False
you had to go through a lot of stuff,0.051737156,0.9996917612509378,0.5,0.0,0.001199277699925,0.0004648307221941,0.0010138062061741,False
"no, so the stem part of mission san josé high school just came about",0.024147147,0.9970068771635502,0.42,0.0,0.000775278371293,0.0003886525519192,0.0003662852686829,False
um,0.012811388,0.2300320929530279,0.5,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
after i graduated,0.024318827,0.1672450936778152,0.5,0.0,0.0012344780843704,0.0005056186928413,0.0005532548530027,False
when i went to mission san josé high school,0.0186035,0.129948324259534,0.42,0.0,0.0009324516868218,0.0005000534001737,0.0003762571432162,False
you got to pick between three concentrations,0.22510603,0.9736929165948626,0.5,0.0,0.0018621198832988,0.0004679148842114,0.0007194047211669,False
you was either in broadcast it and it was another one i did broadcast because broadcast was more fun,0.12051678,0.9901676250123912,0.3,0.0,0.0008840493392199,0.0004150310123804,0.0005097243702039,False
"i think that because i was very detail oriented, i liked um writing, so i it became part of like script writing, filming behind the camera, all that type of stuff, green, yellow, blue, think blue, mmhm, mmmm, green, yellow and blue, mmhm, english, i like to write",0.039254878,0.0245610727304558,0.5,0.0,0.0006282347603701,0.0004711610963568,0.0006341040134429,False
i like to read and so it was english,0.02637897,0.9474010335148092,0.5,0.0,0.0012131857220083,0.0005859279772266,0.0003243857354391,False
"see, i can't say a favorite book cause i'm more of the black book type person",0.30788645,0.9475792647775624,0.3611111111111111,0.142,0.0048262551426887,0.1030231267213821,0.0117795187979936,False
"know, like the the hood books",0.018464668,0.0141001195937733,0.5,0.0,0.0009411895298399,0.0006632205913774,0.0004839551693294,False
"like, um, so coldest winter ever is a hood, bo, but that was the type of books i read so so so it was like thug life",0.13924801,0.944268008078466,0.5,0.0,0.0584910847246646,0.0018799530807882,0.0021593198180198,False
"maybe, um, it was just a few of those books that i liked so like zane books",0.03770977,0.0274331592528521,0.4,0.0,0.0006192083237692,0.0004425974038895,0.0003244383260607,False
"it had to be addicted cause it was just nice, coldest winter ever",0.18746567,0.0131654784284437,0.45,0.0,0.0071123479865491,0.0005028723389841,0.0006237169727683,False
"it's great, but it's funny because even though i liked those books, it was nothing that i related to cause",0.043031808,0.9705251986518564,0.29375,0.0,0.0006688754074275,0.0003468549111858,0.0003672005841508,False
"even though i was reading these books as i was younger, i wasn't really into the streets wasn't having sex, so i don't even know why i liked it like i didn't, but you would think that, but it would th",0.33081788,0.1132257313248955,0.3666666666666667,0.0,0.0041631292551755,0.2488177865743637,0.1228992640972137,False
but it would think that you,0.025863936,0.8784862467160591,0.5,0.0,0.0008323149522766,0.0014872220344841,0.0009835491655394,False
it would make you want to go out and do those things,0.11729682,0.0291561011988764,0.5,0.0,0.0022404044866561,0.0018329299055039,0.0019981442019343,False
and it didn't for me,0.02397547,0.9996961127165502,0.5,0.0,0.0012372201308608,0.0004402246268,0.0005862561520189,False
"i think i waited til college until i started doing all that uhhuhhuh, mission, san josé high school in ohio",0.04680874,0.206755924565138,0.42,0.0,0.0019370892550796,0.0004712031222879,0.0005740788183175,False
"oh, i didn't know well, it is",0.02792408,0.9084248666111864,0.5,0.232,0.0007268406916409,0.0006865498144179,0.0008515031076967,False
i was there for four years very different,0.02655065,0.7777033226778061,0.5,0.0,0.0006049529765732,0.0003332857741042,0.0004000689659733,False
"uh, uh, mission san josé high school, so i knew i didn't want to stay in dc, even though my grandparents begged me to stay in dc",0.0801064,0.899501500868177,0.42,0.045,0.0006638940540142,0.0006245223921723,0.0005855460767634,False
"and so um, in broadcast, i became friends with one of my friends charity, who is now my sorority sister",0.07131593,0.0074524511477944,0.5,0.0,0.0005900661344639,0.0017712799599394,0.0004668476176448,False
"um, her mom went to mission san josé high school and so like dawn, dance was coming up",0.0789077,0.0101872876760473,0.42,0.0,0.0074707665480673,0.0008655182318761,0.0017989794723689,False
"and so dawn dance is a big thing at mission san josé high school and she was like i'm'a take you all to dawn dance, so y'all can go visit mission san josé high school",0.06412373,0.0025147298601206,0.4466666666666666,0.0,0.0008159831631928,0.0006025013863109,0.0005893958732485,False
"i'm like okay, i'm so excited and by the time this is like our eleventh grade year and so when we went to dawn dance, we didn't know",0.14328592,0.9799313982504844,0.28125,0.0,0.0006630382267758,0.0004383001651149,0.0004865804221481,False
"but once we got to ohio, they was all y'all can stay on campus",0.036336336,0.0225393400805688,0.5,0.0,0.0011774690356105,0.001456038095057,0.0004069443966727,False
"really get the feel of what it is, so we stayed on campus like that whole weekend",0.024147147,0.0018028181641142,0.4,0.0,0.0005952944047749,0.0003519816091284,0.0005409009754657,False
"we got to go to all the parties, all the step shows and all that stuff",0.040628307,0.0014218264865604,0.5,0.0,0.0007595149800181,0.0005215781275182,0.0030835263896733,False
"and so when i got there it was a shock because dc, a city out there",0.09602194,0.1891491495835379,0.5,0.148,0.0007443676004186,0.0005592187517322,0.0005964842857792,False
it's no busses,0.034791227,0.9825718139358608,0.5,0.524,0.0018276306800544,0.0131912278011441,0.0005047942977398,False
"it's no trains i'm talking about in the middle of nowhere, corn fields",0.06412373,0.9977222759929584,0.5,0.155,0.0010488129919394,0.000836840365082,0.0017122736899182,False
"kkk, like it was, it was off the chain, but i loved it",0.355017,0.0049106289435529,0.15,0.0,0.0026846178807318,0.0016186999855563,0.0038290864322334,False
"and then, since that mission, san josé high school is very small and it was very family oriented and it's also a religious based school",0.0186035,0.8280153257426686,0.495625,0.0,0.0008520497358404,0.0003835028619505,0.0004477365000639,False
"so i had got like a um, a small faith based scholarship and so i liked that religious aspect cause i was very um into church",0.047495455,0.0467223419802518,0.43125,0.0,0.0009106285870075,0.0013123820535838,0.0020977286621928,False
well church going um,0.060527626,0.065845423900407,0.5,0.0,0.0022274600341916,0.0065522259101271,0.0014459518715739,False
"at that point in my life, and so that's where i wanted to be somewhere that was church affiliated, somewhere that was family orienated and small",0.018048171,0.1741056560886511,0.625,0.0,0.0007279397104866,0.0017528322059661,0.0007036527968011,False
i didn't want to go to a big school,0.044748597,0.9980969789085654,0.5,0.133,0.0060073444619774,0.0017532302299514,0.0014205665793269,False
i didn't want to be a number,0.0253489,0.9997907421913396,0.5,0.162,0.009810609742999,0.0005464993882924,0.0005031928885728,False
"and so i'm talking about all the classes in one building type, small, no little, maybe no more than fifteen, maybe no more than a thousand, fifteen hundred",0.020963646,0.9998157482163312,0.58203125,0.202,0.0006677416968159,0.0004884317750111,0.0003581790952011,False
"but what was good for me is that central state was right across the street, so if i wanted extra people to go see and meet, and if i wanted to get other campus feel, i could go right across the street to central, where a lot of people from dc",0.043375164,0.8254903431142557,0.4181122448979592,0.0,0.0005343537777662,0.0004420395707711,0.0004095655167475,False
um,0.012811388,0.2300320929530279,0.5,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"ended up going, then wright state up the street",0.029640866,0.047942749257166,0.5,0.0,0.0010076473699882,0.0008891039178706,0.001407183590345,False
"if i wanted to get fancy, i could go to o state and come out",0.1731117,0.968836770385141,0.5,0.0,0.0018545655766502,0.0088842902332544,0.0542610324919223,False
i liked my school,0.0186035,0.0172481367232879,0.2,0.0,0.0015941892052069,0.0003967705124523,0.0003416195977479,False
"no, i didn't drive, but all my friends, my sorority sisters, boyfriend, gamma phi delta sorority",0.010134743,0.0478849284127278,0.5,0.0,0.0007811509422026,0.0022763167507946,0.0008411145536229,False
it's a business and professional women sorority,0.11729682,0.0171857259767654,0.45,0.0,0.0010940884239971,0.0033271459396928,0.0331870838999748,False
"and so i know a lot of people that like divine nine, but for me when it came time for me to choose what sorority i wanted to um partake in gamma phi delta was who was running the yard",0.032731086,0.0250785692881783,0.5,0.0,0.0008098068647086,0.0005886141443625,0.0005711569683626,False
"they were the ones really doing stuff for the youth, so i said it's n not about the name, it's about what they're really doing on campus and in the community",0.033074442,0.1290629202256538,0.4,0.0,0.0005860782111994,0.0006409665802493,0.0002954764349851,False
"and so when i became a part of gamma phi delta, our line was twelve",0.013744377,0.9195818754184932,0.5,0.0,0.0012891612714156,0.0003392801154404,0.0003825048042926,False
"that was the biggest mission san josé high school had seen in awhile, because people wasn't really doing other things",0.043031808,0.9425986249249446,0.4608333333333333,0.0,0.000844492285978,0.0003976728767156,0.0004557697102427,False
"and so once i became, it was like oh, everybody wanted to be in gamma",0.040628307,0.9256810505654014,0.5,0.0,0.0036404083948582,0.0005173599929548,0.0006914894329383,False
"then i became president at the sorority and things like that, so i kind of took it",0.06851897,0.2155172727254844,0.2,0.0,0.0005850551533512,0.0008649093215353,0.0080677289515733,False
"uh, so that's who ran the yard up until i graduated, so we did do step shows, but um, we were cool with like the divine nine",0.12244874,0.0021087023530162,0.325,0.0,0.0009181770146824,0.0007621958502568,0.0006417573313228,False
not so much the girls,0.074912034,0.9148381520052776,0.4,0.0,0.0095784561708569,0.0066787465475499,0.0012571883853524,False
"um, but the guys and some of the female we did parties",0.11794081,0.9632502634573992,0.5,0.0,0.0045271809212863,0.0025402118917554,0.0048651518300175,False
"yep, mmhm, mixes with the qs with the sigmas, i like alphas",0.056931525,0.1851599583856825,0.5,0.0,0.0010289433412253,0.0004817810549866,0.0005189085495658,False
"yes, they just like it's weird",0.09709594,0.0100529883332438,0.75,0.172,0.0015379904070869,0.0006122315535321,0.0099499430507421,False
"i feel like they like the businessmen in a suit, but they also like the manly man",0.2406723,0.0005811590957225,0.5,0.0,0.000757010129746,0.0032379878684878,0.031728908419609,False
like not the,0.016382186,0.9956831970897398,0.5,0.0,0.0019846190698444,0.0004726750776171,0.0004977753851562,False
the,0.018464668,0.1118551686797957,0.5,0.0,0.0010459148325026,0.0009436196414753,0.0006807937170378,False
"you know, they got that street edge, but business mentality qs, just too nasty",0.39694545,0.9998957138480982,1.0,0.274,0.041865985840559,0.1031708419322967,0.4550760090351105,False
sigma,0.024490505,0.0003339004743514,0.5,0.0,0.0011324341176077,0.0004477725597098,0.0004741816956084,False
"aw, i run away from the ques",0.068918526,0.7672103892493287,0.5,0.0,0.0034821019507944,0.001486157416366,0.0026694871485233,False
"yeah, they scare me",0.13146462,0.0001130188876855,0.5,0.432,0.0183692350983619,0.0112602328881621,0.027817653492093,False
"yeah, i love the iotas, too",0.06332459,0.0028413878266378,0.25,0.0,0.0008006579009816,0.001221727579832,0.0003595981106627,False
"they don't and it's crazy because um, what people fail to realize is that and that's what we",0.19239926,0.976069859978778,0.775,0.163,0.0020285723730921,0.0037011518143117,0.0131195848807692,False
s,0.0495556,0.178707927064906,0.5,0.0,0.0025115853641182,0.0020734022837132,0.0005548478220589,False
w,0.022351967,0.1935954831071634,0.5,0.0,0.0012372832279652,0.0044690929353237,0.0005613963585346,False
we was aksed to be a part of the divine nine,0.04131502,0.0065110741521333,0.5,0.0,0.0048176292330026,0.0028730824124068,0.0011828104034066,False
"we deny it, cause we twenty years younger than iotas, we was foun",0.04543531,0.996760214633359,0.5,0.167,0.0042986371554434,0.0057432632893323,0.0684252902865409,False
"we was founded in nineteen forty three iotas, i want to say nineteen sixty three",0.03994159,0.0272703667516553,0.5,0.0,0.0007239883416332,0.0003296523354947,0.000517800275702,False
"no, yeah, we down right",0.045091953,0.9957578575100068,0.4674603174603174,0.0,0.0007844629581086,0.0007099609356373,0.000936035241466,False
"and so my founders were a part of the divine nine, so that's why we didn't accept the invitation cause",0.062925026,0.9961789661239594,0.5,0.092,0.0006506701465696,0.0003424068563617,0.0003082504845224,False
"our founders were already a part of d nine organizations, and so we did not",0.07690986,0.9857492183605382,0.5,0.0,0.0006940755993127,0.0003750334726646,0.0002095359668601,False
yep,0.018742332,0.0006948038791468,0.5,0.0,0.0507384054362773,0.0005257409065961,0.0006741054239682,False
"mmhm, yeah, mmhm, i did g",0.06492286,0.9841534822722782,0.5,0.0,0.0075756418518722,0.0007404625648632,0.0005427040741778,False
"yes, of course, if not more, um, i want to see if i can say this",0.03049926,0.0095193973136674,0.625,0.0,0.0005716564483009,0.0004701919970102,0.000558977597393,False
